Patient: SolidWater  Test, SW_Farmer 
Plan: 10x10 Open DQA
Beam: 4
All distances / positions in [mm]
Intensity values: Absolute dose in [Gy]
Distance	-100.0	-90.0	-80.0	-70.0	-60.0	-50.0	-40.0	-30.0	-25.0	-20.0	-15.0	-10.0	10.0	15.0	20.0	25.0	30.0	40.0	50.0	60.0	70.0	80.0	90.0	100.0	*	100.0	90.0	80.0	70.0	60.0	50.0	40.0	30.0	25.0	20.0	15.0	10.0	5.0	0.0	-5.0	-10.0	-15.0	-20.0	-25.0	-30.0	-40.0	-50.0	-60.0	-70.0	-80.0	-90.0	-100.0	
X (iec-left)	-100.0	-90.0	-80.0	-70.0	-60.0	-50.0	-40.0	-30.0	-25.0	-20.0	-15.0	-10.0	10.0	15.0	20.0	25.0	30.0	40.0	50.0	60.0	70.0	80.0	90.0	100.0	*	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Z (iec-up)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	*	100.0	90.0	80.0	70.0	60.0	50.0	40.0	30.0	25.0	20.0	15.0	10.0	5.0	0.0	-5.0	-10.0	-15.0	-20.0	-25.0	-30.0	-40.0	-50.0	-60.0	-70.0	-80.0	-90.0	-100.0	
Y (iec-head)	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
100.0	0.0109	0.0124	0.0148	0.0170	0.0186	0.0203	0.0216	0.0233		0.0255		0.0262	0.0255		0.0243		0.0222	0.0208	0.0192	0.0178	0.0162	0.0139	0.0120	0.0101	*	0.0224	0.0239	0.0249	0.0259	0.0266	0.0268	0.0273	0.0276		0.0277		0.0273		0.0271		0.0268		0.0264		0.0253	0.0251	0.0243	0.0225	0.0219	0.0205	0.0191	0.0186	
90.0	0.0128	0.0150	0.0174	0.0201	0.0224	0.0251	0.0277	0.0296		0.0323		0.0332	0.0319		0.0306		0.0286	0.0264	0.0244	0.0220	0.0193	0.0165	0.0142	0.0121	*	0.0285	0.0303	0.0320	0.0328	0.0339	0.0340	0.0342	0.0346		0.0346		0.0340		0.0340		0.0338		0.0329		0.0323	0.0309	0.0301	0.0281	0.0265	0.0250	0.0233	0.0233	
80.0	0.0150	0.0180	0.0214	0.0249	0.0284	0.0322	0.0354	0.0386		0.0415		0.0429	0.0411		0.0391		0.0370	0.0336	0.0308	0.0276	0.0235	0.0202	0.0168	0.0142	*	0.0371	0.0393	0.0412	0.0422	0.0435	0.0443	0.0447	0.0451		0.0449		0.0449		0.0445		0.0436		0.0430		0.0421	0.0406	0.0386	0.0363	0.0341	0.0324	0.0297	0.0300	
70.0	0.0174	0.0214	0.0260	0.0309	0.0366	0.0421	0.0473	0.0521		0.0562		0.0580	0.0554		0.0534		0.0499	0.0442	0.0403	0.0341	0.0293	0.0245	0.0201	0.0167	*	0.0496	0.0519	0.0548	0.0565	0.0585	0.0597	0.0596	0.0606		0.0608		0.0603		0.0598		0.0591		0.0581		0.0566	0.0547	0.0524	0.0491	0.0461	0.0430	0.0398	0.0419	
60.0	0.0207	0.0250	0.0313	0.0377	0.0476	0.0596	0.0702	0.0777		0.0827		0.0846	0.0809		0.0787		0.0724	0.0647	0.0555	0.0442	0.0359	0.0295	0.0239	0.0194	*	0.0838	0.0871	0.0874	0.0882	0.0897	0.0900	0.0897	0.0905		0.0898		0.0881		0.0882		0.0867		0.0008		0.0838	0.0807	0.0769	0.0713	0.0668	0.0620	0.0571	0.0646	
50.0	0.0235	0.0299	0.0376	0.0476	0.0660	0.2130	0.2858	0.2979		0.3036		0.2984	0.2718		0.2694		0.2635	0.2479	0.1536	0.0596	0.0442	0.0351	0.0278	0.0224	*	0.3933	0.4136	0.4340	0.4510	0.4644	0.4730	0.4701	0.4560		0.3996		0.3347		0.3040		0.2739		0.2577		0.2329	0.2180	0.2008	0.1705	0.1555	0.1405	0.1234	0.1306	
40.0	0.0271	0.0340	0.0436	0.0573	0.0894	0.5221	0.7317	0.7466		0.7497		0.7514	0.7488		0.7418		0.7429	0.7247	0.3418	0.0761	0.0530	0.0407	0.0320	0.0252	*	0.4280	0.4531	0.4867	0.5176	0.5492	0.5796	0.6121	0.6499		0.6944		0.7308		0.7774		0.8231		0.8753		0.9189	0.9634	1.0235	1.0826	1.1331	1.1949	1.2615	1.2948	
30.0	0.0290	0.0375	0.0481	0.0643	0.0984	0.5320	0.7576	0.7726	0.7744	0.7778	0.7791	0.7799	0.7824	0.7776	0.7753	0.7776	0.7719	0.7474	0.3718	0.0854	0.0590	0.0447	0.0348	0.0273	*	0.4421	0.4708	0.5072	0.5372	0.5742	0.6119	0.6499	0.6821	0.7055	0.7277	0.7364	0.7650	0.7840	0.8048	0.8340	0.8459	0.8680	0.8972	0.9184	0.9514	1.0179	1.0735	1.1478	1.2155	1.2725	1.3274	1.4009	
25.0								0.7793	0.7835	0.7841	0.7944	0.7872	0.7869	0.7860	0.7841	0.7781	0.7825								*								0.6836	0.7002	0.7224	0.7341	0.7625	0.7871	0.8115	0.8288	0.8495	0.8687	0.9093	0.9254	0.9595								
20.0	0.0302	0.0393	0.0512	0.0677	0.1045	0.5502	0.7696	0.7857	0.7911	0.7885	0.7905	0.7940	0.7936	0.7882	0.7902	0.7891	0.7839	0.7652	0.3549	0.0909	0.0629	0.0478	0.0370	0.0288	*	0.4363	0.4669	0.5013	0.5386	0.5697	0.6097	0.6453	0.6900	0.7090	0.7295	0.7371	0.7681	0.7805	0.8026	0.8303	0.8490	0.8619	0.8962	0.9212	0.9605	1.0177	1.0805	1.1501	1.2128	1.2798	1.3414	1.4172	
15.0								0.7890	0.7935	0.7961	0.7964	0.7994	0.7956	0.7951	0.7943	0.7937	0.7883								*								0.6954	0.7152	0.7289	0.7399	0.7644	0.7911	0.8081	0.8263	0.8577	0.8785	0.9134	0.9376	0.9679								
10.0	0.0311	0.0404	0.0534	0.0711	0.1098	0.5564	0.7771	0.7911	0.7954	0.7973	0.7968	0.7995	0.7988	0.7973	0.7979	0.7952	0.7932	0.7724	0.3820	0.0951	0.0658	0.0495	0.0386	0.0300	*	0.4510	0.4932	0.5251	0.5610	0.6004	0.6259	0.6601	0.6875	0.7126	0.7274	0.7430	0.7721	0.7963	0.8210	0.8471	0.8560	0.8851	0.9139	0.9456	0.9732	1.0405	1.1008	1.1583	1.2317	1.2733	1.3549	1.4243	
5.0								0.7929	0.7979	0.8004	0.7990	0.8004	0.7998	0.7984	0.8005	0.7987	0.7949								*								0.6929	0.7078	0.7305	0.7364	0.7656	0.7918	0.8126	0.8325	0.8565	0.8795	0.9070	0.9356	0.9647								
0.0	0.0322	0.0411	0.0539	0.0720	0.1097	0.5550	0.7842	0.7936	0.7971	0.8024	0.8033	0.8023	0.8029	0.8011	0.8015	0.7989	0.7961	0.7769	0.3769	0.0963	0.0672	0.0505	0.0391	0.0301	*	0.4595	0.4871	0.5190	0.5555	0.5954	0.6234	0.6601	0.6906	0.7084	0.7331	0.7447	0.7783	0.7932	0.8174	0.8399	0.8585	0.8815	0.9102	0.9402	0.9801	1.0402	1.0973	1.1544	1.2122	1.2786	1.3472	1.4132	
-5.0								0.7987	0.7984	0.8025	0.8056	0.8046	0.8077	0.8060	0.7992	0.7962	0.7954								*								0.6888	0.7171	0.7330	0.7359	0.7725	0.7957	0.8163	0.8397	0.8649	0.8969	0.9128	0.9465	0.9812								
-10.0	0.0320	0.0416	0.0539	0.0707	0.1094	0.5498	0.7830	0.7980	0.7998	0.7999	0.8046	0.8035	0.8062	0.8047	0.8013	0.8031	0.7950	0.7802	0.3806	0.0952	0.0666	0.0502	0.0386	0.0301	*	0.4767	0.5061	0.5383	0.5728	0.6065	0.6432	0.6755	0.7154	0.7340	0.7601	0.7590	0.7882	0.8113	0.8410	0.8520	0.8745	0.8943	0.9216	0.9609	0.9841	1.0392	1.1066	1.1517	1.2230	1.2829	1.3473	1.4090	
-15.0								0.7952	0.8028	0.8058	0.8057	0.8024	0.8050	0.8036	0.8039	0.8011	0.7975								*								0.6919	0.7200	0.7411	0.7533	0.7746	0.7946	0.8167	0.8474	0.8720	0.8885	0.9124	0.9449	0.9723								
-20.0	0.0311	0.0403	0.0522	0.0698	0.1069	0.5426	0.7780	0.7958	0.8011	0.8014	0.8012	0.8048	0.8024	0.7972	0.8004	0.7974	0.7968	0.7747	0.3724	0.0949	0.0649	0.0490	0.0379	0.0298	*	0.4485	0.4782	0.5188	0.5547	0.5945	0.6305	0.6647	0.6955	0.7166	0.7403	0.7532	0.7827	0.8037	0.8261	0.8623	0.8836	0.9160	0.9338	0.9577	0.9925	1.0607	1.1186	1.1709	1.2226	1.3052	1.3532	1.4322	
-25.0								0.7916	0.7936	0.8005	0.7996	0.7962	0.8030	0.7958	0.7970	0.7951	0.7864								*								0.6851	0.7067	0.7299	0.7402	0.7645	0.7971	0.8248	0.8417	0.8648	0.8871	0.9218	0.9402	0.9765								
-30.0	0.0303	0.0387	0.0500	0.0664	0.1022	0.5461	0.7718	0.7879	0.7908	0.7943	0.7946	0.7971	0.7934	0.7951	0.7928	0.7868	0.7873	0.7642	0.3789	0.0902	0.0618	0.0468	0.0363	0.0289	*	0.4440	0.4717	0.5054	0.5374	0.5768	0.6147	0.6539	0.6934	0.7186	0.7328	0.7426	0.7689	0.7916	0.8104	0.8396	0.8634	0.8860	0.9164	0.9425	0.9838	1.0427	1.0923	1.1772	1.2372	1.3038	1.3702	1.4136	
-40.0	0.0283	0.0360	0.0459	0.0602	0.0922	0.5316	0.7509	0.7628		0.7706		0.7744	0.7751		0.7690		0.7611	0.7451	0.3671	0.0820	0.0563	0.0434	0.0335	0.0271	*	0.4276	0.4610	0.4912	0.5239	0.5556	0.5908	0.6279	0.6673		0.7131		0.7424		0.7878		0.8470		0.8910		0.9459	1.0107	1.0810	1.1300	1.1936	1.2576	1.3258	1.3683	
